モンスタID,モンスタ名,使用スキル名,スキルレベル
1216,ペノメナ,npc_comboattack,1
1216,ペノメナ,npc_poisonattack,1
1219,深淵の騎士,ac_chargearrow,1
1219,深淵の騎士,al_teleport,1
1219,深淵の騎士,cr_autoguard,10
1219,深淵の騎士,kn_brandishspear,20
1219,深淵の騎士,npc_armorbrake,10
1219,深淵の騎士,npc_callslave,?
1219,深淵の騎士,npc_darknessattack,5
1219,深淵の騎士,npc_summonslave,2
1237,女王直属アンドレ,as_grimtooth,?
1237,女王直属アンドレ,npc_callslave,?
1237,女王直属アンドレ,npc_groundattack,?
1237,女王直属アンドレ,npc_rangeattack,?
1237,女王直属アンドレ,npc_summonslave,?
1237,女王直属アンドレ,wz_heavendrive,?
1238,女王直属ピエール,lk_spiralpierce,?
1238,女王直属ピエール,npc_callslave,?
1238,女王直属ピエール,npc_groundattack,?
1238,女王直属ピエール,npc_rangeattack,?
1238,女王直属ピエール,npc_summonslave,?
1238,女王直属ピエール,wz_heavendrive,?
1239,女王直属デニーロ,as_sonicblow,?
1239,女王直属デニーロ,npc_callslave,?
1239,女王直属デニーロ,npc_groundattack,?
1239,女王直属デニーロ,npc_rangeattack,?
1239,女王直属デニーロ,npc_summonslave,?
1239,女王直属デニーロ,wz_heavendrive,?
1242,マーリン,mg_frostdiver,5
1242,マーリン,npc_emotion,1
1242,マーリン,npc_waterattack,1
1243,サスカッチ,kn_spearstab,10
1243,サスカッチ,npc_emotion,1
1243,サスカッチ,sm_endure,1
1245,クリスマスゴブリン,mg_frostdiver,5
1245,クリスマスゴブリン,npc_windattack,3
1246,クリスマスクッキー,mg_coldbolt,3
1246,クリスマスクッキー,npc_emotion,1
1246,クリスマスクッキー,npc_holyattack,1
1246,クリスマスクッキー,pr_lexaeterna,1
1246,クリスマスクッキー,sa_reverseorcish,1
1247,アンソニ,al_incagi,?
1247,アンソニ,mg_safetywall,?
1247,アンソニ,npc_callslave,?
1247,アンソニ,npc_holyattack,?
1247,アンソニ,npc_run,1
1247,アンソニ,npc_summonslave,?
1247,アンソニ,sa_reverseorcish,?
1248,クルーザー,npc_emotion,1
1249,ミストケース,al_teleport,1
1249,ミストケース,kn_spearstab,5
1249,ミストケース,mc_mammonite,5
1249,ミストケース,npc_emotion,1
1249,ミストケース,npc_hallucination,1
1250,チェペット,al_heal,9
1250,チェペット,al_teleport,1
1250,チェペット,am_demonstration,5
1250,チェペット,npc_emotion,1
1250,チェペット,npc_summonslave,3
1250,チェペット,pr_strecovery,1
1250,チェペット,wz_firepillar,5
1251,ストームナイト,al_heal,11
1251,ストームナイト,al_teleport,1
1251,ストームナイト,cr_shieldcharge,5
1251,ストームナイト,npc_callslave,1
1251,ストームナイト,npc_hallucination,1
1251,ストームナイト,npc_powerup,5
1251,ストームナイト,npc_summonslave,6
1251,ストームナイト,npc_widefreeze,5
1251,ストームナイト,npc_windattack,5
1251,ストームナイト,wz_stormgust,10
1252,ハティー,al_decagi,10
1252,ハティー,al_heal,11
1252,ハティー,al_teleport,1
1252,ハティー,npc_agiup,5
1252,ハティー,npc_callslave,1
1252,ハティー,npc_guidedattack,5
1252,ハティー,npc_summonslave,5
1252,ハティー,npc_waterattack,5
1252,ハティー,npc_weaponbraker,10
1252,ハティー,npc_widefreeze,5
1252,ハティー,wz_stormgust,10
1253,ガーゴイル,ac_chargearrow,1
1253,ガーゴイル,al_teleport,1
1253,ガーゴイル,npc_blindattack,5
1253,ガーゴイル,npc_keeping,1
1253,ガーゴイル,npc_windattack,1
1254,レグルロ,npc_comboattack,2
1254,レグルロ,npc_emotion,1
1254,レグルロ,npc_windattack,1
1255,ネレイド,mg_sight,?
1255,ネレイド,npc_expulsion,?
1255,ネレイド,npc_groundattack,3
1256,ペスト,as_cloaking,1
1256,ペスト,mg_sight,?
1256,ペスト,npc_comboattack,1
1256,ペスト,npc_darknessattack,1
1256,ペスト,npc_expulsion,?
1256,ペスト,npc_poison,1
1257,インジャスティス,as_sonicblow,10
1257,インジャスティス,npc_darknessattack,1
1258,ゴブリンアーチャー,npc_emotion,1
1258,ゴブリンアーチャー,npc_poison,1
1258,ゴブリンアーチャー,npc_poisonattack,2
1259,グリフォン,kn_pierce,10
1259,グリフォン,npc_criticalslash,1
1259,グリフォン,npc_windattack,1
1260,ダークフレーム,cr_reflectshield,2
1260,ダークフレーム,npc_blindattack,3
1260,ダークフレーム,npc_blooddrain,1
1260,ダークフレーム,npc_curseattack,3
1260,ダークフレーム,npc_petrifyattack,3
1261,ワイルドローズ,as_sonicblow,5
1261,ワイルドローズ,npc_emotion,1
1261,ワイルドローズ,npc_windattack,1
1262,ミュータントドラゴン,mg_fireball,20
1262,ミュータントドラゴン,npc_fireattack,5
1262,ミュータントドラゴン,sm_magnum,20
1263,ウィンドゴースト,ht_shockwave,5
1263,ウィンドゴースト,mg_lightningbolt,5
1263,ウィンドゴースト,npc_emotion,1
1263,ウィンドゴースト,npc_expulsion,?
1263,ウィンドゴースト,npc_magicalattack,1
1263,ウィンドゴースト,npc_undeadattack,1
1263,ウィンドゴースト,wz_jupitel,3
1264,半漁人,kn_pierce,5
1264,半漁人,npc_emotion,1
1264,半漁人,npc_rangeattack,1
1264,半漁人,npc_waterattack,3
1265,クッキー,al_heal,5
1265,クッキー,npc_emotion,1
1265,クッキー,npc_telekinesisattack,5
1267,ジェスター,al_teleport,1
1267,ジェスター,npc_emotion,1
1267,ジェスター,npc_hallucination,1
1267,ジェスター,npc_windattack,1
1267,ジェスター,sa_reverseorcish,1
1267,ジェスター,sm_provoke,10
1268,ブラッディナイト,al_teleport,1
1268,ブラッディナイト,cr_shieldcharge,5
1268,ブラッディナイト,kn_brandishspear,5
1268,ブラッディナイト,npc_changefire,1
1268,ブラッディナイト,npc_darknessattack,2
1268,ブラッディナイト,npc_weaponbraker,5
1268,ブラッディナイト,wz_meteor,5
1269,クロック,npc_curseattack,3
1269,クロック,npc_emotion,1
1269,クロック,npc_emotion_on,1
1269,クロック,npc_groundattack,3
1269,クロック,npc_stunattack,3
1270,時計塔管理者,al_teleport,1
1270,時計塔管理者,npc_emotion,1
1270,時計塔管理者,npc_emotion_on,1
1270,時計塔管理者,npc_silenceattack,5
1270,時計塔管理者,npc_sleepattack,5
1270,時計塔管理者,sa_dispell,1
1270,時計塔管理者,wz_firepillar,5
1271,アリゲーター,npc_emotion,1
1271,アリゲーター,npc_waterattack,2
1272,ダークロード,al_teleport,1
1272,ダークロード,mg_firewall,10
1272,ダークロード,npc_agiup,5
1272,ダークロード,npc_callslave,1
1272,ダークロード,npc_darkblessing,1
1272,ダークロード,npc_helljudgement,5
1272,ダークロード,npc_helmbrake,10
1272,ダークロード,npc_summonslave,3
1272,ダークロード,wz_meteor,11
1273,オークレディ,al_incagi,1
1273,オークレディ,npc_emotion,1
1273,オークレディ,npc_groundattack,3
1274,メガリス,al_teleport,1
1274,メガリス,npc_emotion,1
1275,アリス,al_heal,9
1275,アリス,al_teleport,1
1275,アリス,cr_shieldcharge,3
1275,アリス,npc_emotion,1
1275,アリス,npc_summonslave,1
1275,アリス,sa_dispell,5
1276,レイドリックアーチャー,ac_chargearrow,1
1276,レイドリックアーチャー,ac_double,?
1276,レイドリックアーチャー,cr_autoguard,2
1276,レイドリックアーチャー,npc_darknessattack,3
1277,天下大将軍,npc_blindattack,3
1277,天下大将軍,npc_fireattack,2
1277,天下大将軍,wz_earthspike,3
1278,スタラクタイトゴーレム,cr_autoguard,5
1278,スタラクタイトゴーレム,npc_emotion,1
1278,スタラクタイトゴーレム,npc_emotion_on,1
1278,スタラクタイトゴーレム,npc_stunattack,4
1278,スタラクタイトゴーレム,sm_endure,1
1279,三葉蟲,kn_twohandquicken,?
1279,三葉蟲,npc_expulsion,?
1279,三葉蟲,npc_groundattack,2
1279,三葉蟲,npc_keeping,?
1279,三葉蟲,npc_mentalbreaker,?
1279,三葉蟲,npc_piercingatt,?
1279,三葉蟲,npc_silenceattack,?
1280,ゴブリンライダー,npc_emotion,1
1280,ゴブリンライダー,npc_selfdestruction,1
1280,ゴブリンライダー,npc_windattack,1
1280,ゴブリンライダー,sm_magnum,9
1281,セージワーム,mg_coldbolt,3
1281,セージワーム,mg_firebolt,3
1281,セージワーム,mg_lightningbolt,3
1281,セージワーム,mg_safetywall,5
1281,セージワーム,npc_emotion,1
1281,セージワーム,sa_dispell,5
1282,コボルドアーチャー,ac_double,1
1282,コボルドアーチャー,npc_emotion,1
1282,コボルドアーチャー,npc_fireattack,2
1283,キメラ,al_teleport,1
1283,キメラ,cr_autoguard,5
1283,キメラ,npc_fireattack,3
1283,キメラ,npc_shieldbrake,5
1283,キメラ,npc_splashattack,1
1283,キメラ,npc_summonslave,4
1283,キメラ,wz_heavendrive,5
1285,アーチャーガーディアン,ac_chargearrow,?
1285,アーチャーガーディアン,ac_double,?
1287,ソルジャーガーディアン,npc_stunattack,?
1287,ソルジャーガーディアン,sm_bash,?
1289,マヤパープル,al_teleport,1
1289,マヤパープル,kn_brandishspear,20
1289,マヤパープル,npc_emotion,1
1289,マヤパープル,npc_summonslave,3
1289,マヤパープル,wz_heavendrive,5
1290,ジェネラルスケルトン,al_teleport,1
1290,ジェネラルスケルトン,as_sonicblow,10
1290,ジェネラルスケルトン,npc_comboattack,2
1290,ジェネラルスケルトン,npc_splashattack,1
1290,ジェネラルスケルトン,npc_summonslave,2
1291,デッドリーレイス,al_decagi,9
1291,デッドリーレイス,al_teleport,1
1291,デッドリーレイス,as_grimtooth,5
1291,デッドリーレイス,npc_curseattack,5
1291,デッドリーレイス,npc_poison,5
1292,ミニデモ,al_teleport,1
1292,ミニデモ,npc_darkbreath,2
1292,ミニデモ,npc_darknessattack,1
1292,ミニデモ,npc_darkthunder,5
1292,ミニデモ,npc_emotion,1
1292,ミニデモ,npc_summonslave,2
1292,ミニデモ,sa_reverseorcish,1
1293,クリーミーフィアー,al_teleport,1
1293,クリーミーフィアー,npc_blindattack,5
1293,クリーミーフィアー,npc_curseattack,5
1293,クリーミーフィアー,npc_summonslave,3
1293,クリーミーフィアー,rg_intimidate,1
1294,キラーマンティス,al_teleport,1
1294,キラーマンティス,npc_comboattack,1
1294,キラーマンティス,npc_criticalslash,1
1294,キラーマンティス,npc_emotion,1
1294,キラーマンティス,npc_groundattack,3
1294,キラーマンティス,npc_summonslave,2
1295,オウルバロン,al_teleport,1
1295,オウルバロン,mg_lightningbolt,3
1295,オウルバロン,npc_emotion,1
1295,オウルバロン,npc_summonslave,2
1295,オウルバロン,sa_dispell,5
1296,コボルドリーダー,al_teleport,1
1296,コボルドリーダー,bs_adrenaline,10
1296,コボルドリーダー,cr_shieldcharge,3
1296,コボルドリーダー,npc_summonslave,5
1297,エンシェントマミー,al_teleport,1
1297,エンシェントマミー,npc_darkbreath,3
1297,エンシェントマミー,npc_undeadattack,3
1298,ゾンビマスター,al_teleport,1
1298,ゾンビマスター,kn_brandishspear,5
1298,ゾンビマスター,npc_poison,3
1298,ゾンビマスター,npc_summonslave,2
1299,ゴブリンリーダー,al_teleport,1
1299,ゴブリンリーダー,bs_maximize,5
1299,ゴブリンリーダー,cr_shieldcharge,3
1299,ゴブリンリーダー,npc_summonslave,5
1300,キャタピラー,npc_petrifyattack,5
1300,キャタピラー,npc_poison,5
1300,キャタピラー,npc_silenceattack,3
1301,アムムト,al_teleport,1
1301,アムムト,am_acidterror,5
1301,アムムト,mc_mammonite,9
1301,アムムト,npc_darknessattack,3
1301,アムムト,npc_emotion,1
1301,アムムト,npc_summonslave,2
1302,ダークイリュージョン,al_teleport,1
1302,ダークイリュージョン,npc_guidedattack,2
1302,ダークイリュージョン,wz_meteor,5
1303,ジャイアントホーネット,al_teleport,1
1303,ジャイアントホーネット,npc_emotion,1
1303,ジャイアントホーネット,npc_piercingatt,3
1303,ジャイアントホーネット,npc_silenceattack,3
1303,ジャイアントホーネット,npc_stunattack,3
1303,ジャイアントホーネット,npc_windattack,2
1304,ジャイアントスパイダー,al_teleport,1
1304,ジャイアントスパイダー,as_grimtooth,5
1304,ジャイアントスパイダー,npc_emotion,1
1304,ジャイアントスパイダー,npc_poison,5
1304,ジャイアントスパイダー,npc_stop,1
1304,ジャイアントスパイダー,npc_summonslave,2
1305,エンシェントワーム,al_teleport,1
1305,エンシェントワーム,as_venomdust,1
1305,エンシェントワーム,npc_poison,5
1305,エンシェントワーム,npc_stop,1
1305,エンシェントワーム,npc_summonslave,2
1306,レイブオルマイ,al_teleport,1
1306,レイブオルマイ,npc_emotion,1
1306,レイブオルマイ,npc_groundattack,1
1306,レイブオルマイ,npc_stunattack,3
1306,レイブオルマイ,npc_summonslave,3
1306,レイブオルマイ,sm_endure,1
1306,レイブオルマイ,sm_magnum,9
1307,キャットナインテイル,al_teleport,1
1307,キャットナインテイル,mc_mammonite,9
1307,キャットナインテイル,npc_emotion,1
1307,キャットナインテイル,npc_guidedattack,2
1307,キャットナインテイル,npc_summonslave,2
1308,パンツァーゴブリン,npc_selfdestruction,1
1308,パンツァーゴブリン,npc_windattack,1
1308,パンツァーゴブリン,sm_magnum,9
1309,ガジョマート,al_teleport,1
1309,ガジョマート,mg_sight,1
1309,ガジョマート,npc_blindattack,5
1309,ガジョマート,npc_fireattack,1
1309,ガジョマート,npc_hallucination,1
1309,ガジョマート,npc_summonslave,2
1309,ガジョマート,rg_stripweapon,5
1309,ガジョマート,wz_sightrasher,7
1310,ごっついミノタウロス,al_teleport,1
1310,ごっついミノタウロス,bs_adrenaline,?
1310,ごっついミノタウロス,bs_hammerfall,5
1310,ごっついミノタウロス,itm_tomahawk,1
1310,ごっついミノタウロス,mg_sight,?
1310,ごっついミノタウロス,npc_emotion,1
1310,ごっついミノタウロス,npc_expulsion,?
1310,ごっついミノタウロス,npc_fireattack,3
1310,ごっついミノタウロス,wz_heavendrive,5
1311,グリンブルスティ,al_teleport,1
1311,グリンブルスティ,npc_emotion,1
1311,グリンブルスティ,npc_groundattack,3
1311,グリンブルスティ,npc_stunattack,5
1311,グリンブルスティ,npc_summonslave,4
1311,グリンブルスティ,rg_stripshield,5
1311,グリンブルスティ,sm_endure,1
1312,タートルジェネラル,al_teleport,1
1312,タートルジェネラル,as_sonicblow,10
1312,タートルジェネラル,bs_maximize,5
1312,タートルジェネラル,npc_agiup,5
1312,タートルジェネラル,npc_callslave,1
1312,タートルジェネラル,npc_groundattack,5
1312,タートルジェネラル,npc_stunattack,5
1312,タートルジェネラル,npc_summonslave,6
1312,タートルジェネラル,npc_weaponbraker,10
1312,タートルジェネラル,sm_endure,1
1312,タートルジェネラル,wz_waterball,10
1312,タートルジェネラル,wz_waterball,5
1313,チンピラ,kn_spearboomerang,5
1313,チンピラ,kn_spearstab,5
1313,チンピラ,npc_emotion,1
1313,チンピラ,npc_summonslave,?
1313,チンピラ,rg_intimidate,1
1313,チンピラ,tf_sprinklesand,1
1314,パーメットタートル,am_potionpitcher,4
1314,パーメットタートル,npc_emotion,1
1314,パーメットタートル,npc_groundattack,3
1314,パーメットタートル,npc_hallucination,1
1314,パーメットタートル,tf_sprinklesand,1
1315,アサルトタートル,al_teleport,1
1315,アサルトタートル,as_sonicblow,10
1315,アサルトタートル,mo_bodyrelocation,1
1315,アサルトタートル,npc_emotion,1
1315,アサルトタートル,npc_summonslave,3
1315,アサルトタートル,npc_windattack,3
1315,アサルトタートル,tf_backsliding,1
1316,ソリッドタートル,cr_autoguard,2
1316,ソリッドタートル,npc_emotion,1
1316,ソリッドタートル,npc_groundattack,3
1316,ソリッドタートル,npc_splashattack,1
1316,ソリッドタートル,npc_stunattack,3
1317,オットー,npc_comboattack,1
1317,オットー,npc_emotion,1
1317,オットー,npc_waterattack,5
1318,ヒートタートル,mg_fireball,9
1318,ヒートタートル,npc_emotion,1
1318,ヒートタートル,npc_fireattack,3
1318,ヒートタートル,wz_firepillar,3
1319,フリーズタートル,mg_coldbolt,3
1319,フリーズタートル,mg_frostdiver,9
1319,フリーズタートル,npc_emotion,1
1319,フリーズタートル,npc_waterattack,3
1320,オウルデューク,al_teleport,1
1320,オウルデューク,mg_lightningbolt,3
1320,オウルデューク,npc_emotion,1
1321,ドラゴンテイル,npc_blooddrain,1
1321,ドラゴンテイル,npc_sleepattack,3
1321,ドラゴンテイル,npc_windattack,2
1322,スプリングラビット,npc_emotion,1
1322,スプリングラビット,npc_groundattack,1
1322,スプリングラビット,sm_bash,10
1322,スプリングラビット,tf_throwstone,1
1323,シーオッター,npc_emotion,1
1323,シーオッター,wz_waterball,3
1364,アサルトタートル(取巻き),as_sonicblow,10
1364,アサルトタートル(取巻き),mo_bodyrelocation,1
1364,アサルトタートル(取巻き),npc_emotion,1
1364,アサルトタートル(取巻き),npc_summonslave,3
1364,アサルトタートル(取巻き),npc_windattack,3
1364,アサルトタートル(取巻き),tf_backsliding,1
1365,アポカリプス,cr_autoguard,5
1365,アポカリプス,kn_brandishspear,5
1365,アポカリプス,npc_darkthunder,4
1365,アポカリプス,npc_selfdestruction,1
1366,ラーヴァゴーレム,al_teleport,1
1366,ラーヴァゴーレム,npc_fireattack,3
1366,ラーヴァゴーレム,npc_summonslave,2
1366,ラーヴァゴーレム,wz_firepillar,3
1367,ブレイザー,al_teleport,1
1367,ブレイザー,mg_fireball,9
1367,ブレイザー,npc_emotion,1
1367,ブレイザー,npc_fireattack,3
1367,ブレイザー,wz_sightrasher,5
