モンスタID,モンスタ名,ひらがな名,Level,Hp,Str,Agi,Vit,Int,Dex,Luk,Atk1,Atk2,Def,Mdef,BaseExp,JobExp,Size,属性,種族,BOSS属性,MvpExp,アクティブ属性,リンク属性,詠唱反応,ルート属性,ニューマ有効,固定,召還モンスタ
1204,オーガトゥース,おーがとぅーす,89,89700,105,105,75,73,108,65,1139,411,87,69,15129,8248,1,67,0,1,0,1,0,1,0,0,0,
1205,エクスキューショナー,えくすきゅーしょなー,89,86940,99,96,77,78,79,60,1061,359,97,188,14724,7952,2,47,0,1,0,1,0,1,0,0,0,1471(5)
1206,アノリアン,あのりあん,123,266251,30,63,55,66,58,48,1816,110,61,11,52330,23985,1,41,5,0,0,1,0,1,0,0,0,
1207,スティング,すてぃんぐ,51,7142,98,29,68,1,189,24,743,67,36,0,1175,2281,1,62,0,0,0,1,0,1,0,0,0,
1208,彷徨う者,さまようもの,135,42003,118,92,36,15,107,33,2542,105,64,5,38180,26700,1,24,6,0,0,1,0,1,0,0,0,
1209,クランプ,くらんぷ,60,3988,50,5,4,6,7,4,241,62,18,20,2478,2077,0,45,2,0,0,1,0,1,0,0,0,
1211,ブリライト,ぶりらいと,107,104767,36,19,38,32,56,30,771,33,93,25,54615,44253,0,23,4,0,0,1,0,1,0,0,0,
1212,アイアンフィスト,あいあんふぃすと,57,9218,69,27,25,10,53,20,292,160,40,5,4148,3226,1,60,4,0,0,1,0,1,0,0,0,
1213,ハイオーク,はいおーく,123,97550,36,6,32,11,80,2,532,124,11,3,44873,29265,2,43,7,0,0,1,0,1,0,0,0,
1214,チョコ,ちょこ,43,3666,40,45,32,19,42,20,215,47,70,30,807,512,0,23,2,0,0,1,0,1,0,0,0,1057(3)
1215,ステムワーム,すてむわーむ,140,226301,100,52,25,12,60,130,2088,356,233,0,129225,59970,1,24,3,0,0,1,0,1,0,0,0,
1216,ペノメナ,ぺのめな,100,21618,76,38,15,15,51,10,1000,44,35,32,21618,13801,1,25,5,0,0,1,0,1,0,1,0,
1219,深淵の騎士,しんえんのきし,143,330977,121,55,68,70,97,37,3479,192,102,50,96412,61915,2,87,7,0,0,1,0,1,0,0,0,1132(2)
1237,女王直属アンドレ,じょおうちょくぞくあんどれ,110,257085,212,20,200,39,24,10,1406,190,64,64,154251,77125,1,62,4,1,0,1,0,1,0,0,0,
1238,女王直属ピエール,じょおうちょくぞくぴえーる,115,283083,249,19,250,38,27,15,1404,185,64,64,169849,84924,1,62,4,1,0,1,0,1,0,0,0,
1239,女王直属デニーロ,じょおうちょくぞくでにーろ,120,298309,287,16,300,42,23,15,1402,180,64,64,178985,89492,1,62,4,1,0,1,0,1,0,0,0,
1242,マーリン,まーりん,15,536,7,5,10,5,30,15,13,14,32,8,25,11,1,41,3,0,0,0,0,0,0,0,0,
1243,サスカッチ,さすかっち,30,2711,15,35,60,10,59,20,152,30,101,28,332,181,2,60,2,0,0,1,0,1,0,0,0,
1244,ジャッククリスマス,じゃっくくりすます,38,4297,1,38,38,43,75,45,157,34,90,25,1113,688,1,43,0,1,0,0,0,0,0,0,0,
1245,クリスマスゴブリン,くりすますごぶりん,89,9293,10,51,25,20,38,45,485,188,41,25,3710,2052,1,24,7,0,0,0,0,0,0,0,0,
1246,クリスマスクッキー,くりすますくっきー,47,93600,11,16,15,5,12,2,222,34,21,9,14159,7102,0,46,7,0,0,0,0,1,0,0,0,
1247,アンソニ,あんそに,10,50,15,1,1,50,100,100,10,8,31,0,3,1,1,66,7,1,0,0,0,0,0,0,0,
1248,クルーザー,くるーざー,93,10050,37,40,8,15,227,10,708,70,20,18,8032,8358,1,60,0,0,0,0,0,1,0,1,0,
1249,ミストケース,みすとけーす,93,11632,26,57,25,35,31,40,776,85,50,11,4785,3410,1,60,0,0,0,0,0,0,1,0,0,
1250,チェペット,ちぇぺっと,42,4243,32,35,35,21,32,23,123,33,55,25,6810,4230,1,23,7,0,0,1,0,1,0,0,0,1249(3)
1251,ストームナイト,すとーむないと,135,940000,126,165,132,104,171,79,2113,1433,306,166,138003,62664,2,84,0,1,32175,1,0,1,0,0,0,1607(6)
1252,ハティー,はてぃー,73,797000,122,153,135,116,146,72,2169,1733,173,103,55308,23707,2,81,2,1,25025,1,0,1,0,0,0,1606(5)
1253,ガーゴイル,がーごいる,58,5386,50,8,60,57,100,70,556,89,68,8,1447,1447,1,64,6,0,0,1,0,0,0,1,0,
1254,レグルロ,れぐるろ,58,5874,20,42,38,15,54,27,285,39,56,10,840,280,0,24,2,0,0,1,0,1,0,0,0,
1255,ネレイド,ねれいど,80,128907,97,43,60,30,51,50,421,71,41,37,23470,9078,0,22,2,0,0,1,0,1,0,0,0,
1256,ペスト,ぺすと,80,138707,73,46,48,15,56,25,411,48,55,33,24580,12708,0,47,2,0,0,1,0,1,0,0,0,
1257,インジャスティス,いんじゃすてぃす,61,16514,77,59,58,65,73,50,576,116,76,12,4284,2335,1,47,6,0,0,1,0,1,0,0,0,
1258,ゴブリンアーチャー,ごぶりんあーちゃー,40,1239,10,19,20,15,88,20,72,24,69,0,232,71,0,25,7,0,0,1,0,0,0,1,0,
1259,グリフォン,ぐりふぉん,78,17800,101,133,66,70,137,54,891,103,113,72,7537,5640,2,84,2,1,0,1,0,1,0,0,0,
1260,ダークフレーム,だーくふれーむ,57,6429,29,37,36,10,15,5,270,30,67,27,681,716,1,67,6,0,0,1,0,1,0,0,0,
1261,ワイルドローズ,わいるどろーず,38,3554,44,87,31,35,63,80,111,45,75,15,341,117,0,24,2,0,0,0,0,0,1,0,0,
1262,ミュータントドラゴン,みゅーたんとどらごん,75,62600,75,35,30,68,98,35,626,534,130,20,32010,11760,2,43,9,1,0,1,0,1,0,1,0,
1263,ウィンドゴースト,うぃんどごーすと,101,114131,62,27,25,55,85,20,473,395,64,51,68712,36445,1,64,6,0,0,1,0,1,0,0,0,
1264,半漁人,はんぎょじん,70,16706,45,19,20,19,20,10,168,22,30,7,7517,6682,1,61,7,0,0,1,0,1,0,0,0,1805(1)/1806(1)/1808(1)/1809(1)/1810(1)
1265,クッキー,くっきー,45,37625,12,11,15,7,13,7,151,28,12,8,6825,3412,0,60,7,0,0,0,1,0,0,0,0,
1266,ヒトデ,ひとで,18,876,21,14,15,0,28,5,32,22,70,7,45,20,0,22,5,0,0,0,0,1,0,0,1,
1267,ジェスター,じぇすたー,109,34457,82,64,60,40,67,50,804,76,111,67,8197,8270,1,44,6,0,0,1,0,1,0,0,0,
1268,ブラッディナイト,ぶらってぃないと,138,199603,121,52,55,57,92,35,5272,423,122,50,29920,22114,2,87,0,0,0,1,0,1,0,0,0,
1269,クロック,くろっく,52,5620,20,3,20,8,87,2,774,90,21,3,2050,1586,1,42,0,0,0,0,0,1,0,0,0,2354(2)
1270,時計塔管理者,とけいとうかんりしゃ,77,16776,80,28,40,25,73,45,438,78,49,56,8208,4848,2,80,0,0,0,0,0,1,0,0,0,
1271,アリゲーター,ありげーたー,63,15967,47,48,24,15,36,26,416,37,62,30,1463,483,1,21,2,0,0,0,0,1,0,0,0,
1272,ダークロード,だーくろーど,82,1220000,118,136,154,142,161,66,2825,2085,330,168,43541,15634,2,89,6,1,32890,1,0,1,0,0,0,1605(3)
1273,オークレディ,おーくれでぃ,78,13514,16,11,28,10,57,5,59,33,83,17,8108,4054,1,42,7,0,0,1,0,1,0,0,0,
1274,メガリス,めがりす,82,14543,57,14,35,10,90,3,594,30,66,18,2262,981,2,80,0,0,0,1,0,0,0,1,0,
1275,アリス,ありす,62,8571,82,53,45,70,80,80,597,98,93,73,1087,372,1,60,7,0,0,0,0,1,0,0,0,1261(1)
1276,レイドリックアーチャー,れいどりっくあーちゃー,58,4500,53,4,40,15,112,30,523,18,63,10,1381,1381,1,47,6,0,0,1,0,0,0,1,0,
1277,天下大将軍,てんかだいしょうぐん,40,3113,58,30,20,25,25,20,161,26,114,30,346,118,1,43,0,0,0,1,0,0,0,0,0,
1278,スタラクタイトゴーレム,すたらくたいとごーれむ,90,32029,67,47,48,1,31,5,945,21,355,5,5887,11,2,80,0,0,0,0,0,1,0,0,0,
1279,三葉蟲,さんようちゅう,108,151971,46,33,24,10,55,20,805,28,22,5,94404,78523,0,22,4,0,0,1,0,1,0,0,0,
1280,ゴブリンライダー,ごぶりんらいだー,70,8134,52,41,32,15,22,5,389,35,85,5,1752,547,1,44,7,0,0,0,0,1,0,0,0,
1281,セージワーム,せーじわーむ,93,123300,39,29,28,71,44,30,610,421,109,45,41676,65714,0,60,2,0,0,0,0,1,0,0,0,
1282,コボルドアーチャー,こぼるどあーちゃー,40,1194,9,22,48,30,90,25,71,33,84,5,228,68,0,23,7,0,0,1,0,0,0,1,0,
1283,キメラ,きめら,78,32600,61,38,110,88,83,85,955,148,159,10,10112,8530,2,63,2,1,0,1,0,1,0,0,0,1253(4)
1285,アーチャーガーディアン,あーちゃーがーでぃあん,74,34360,95,80,80,90,165,55,10740,480,56,60,1,1,2,80,7,1,1,0,0,0,0,0,0,
1286,ナイトガーディアン,ないとがーでぃあん,86,30213,110,40,140,65,125,65,11270,280,88,30,1,1,2,80,7,1,1,0,0,0,0,0,0,
1287,ソルジャーガーディアン,そるじゃーがーでぃあん,56,18804,85,56,100,45,103,43,9780,163,56,0,1,1,2,20,7,1,1,0,0,0,0,0,0,
1288,エンペリウム,えんぺりうむ,90,700,1,17,80,50,26,20,1,1,40,50,0,0,0,26,8,0,0,0,0,0,0,0,1,
1289,マヤパープル,まやぱーぷる,77,75478,95,52,80,95,73,119,937,553,139,40,171480,91660,2,82,4,1,0,1,0,1,0,0,0,1194(3)
1290,ジェネラルスケルトン,じぇねらるすけるとん,137,115216,72,34,52,31,84,25,1046,39,100,35,16348,10499,1,29,1,0,0,1,0,1,0,0,0,1016(1)/1028(1)
1291,デッドリーレイス,でっどりーれいす,135,112168,63,69,55,45,88,45,1015,60,88,56,10499,13998,2,89,1,0,0,1,0,1,0,0,0,
1292,ミニデモ,みにでも,136,116304,130,69,55,56,79,40,1040,114,80,25,10792,11611,0,27,6,0,0,1,0,1,0,0,0,1109(2)
1293,クリーミーフィアー,くりーみーふぃあー,137,99096,65,36,33,49,66,30,1045,63,76,37,28559,975,0,24,4,0,0,1,0,1,0,0,0,1018(3)
1294,キラーマンティス,きらーまんてぃす,137,105464,82,56,58,45,69,40,978,50,107,45,1100,29875,1,22,4,0,0,1,0,1,0,0,0,1139(2)
1295,オウルバロン,おうるばろん,85,60746,72,65,55,102,77,72,685,201,88,25,13942,16731,2,60,6,1,0,1,0,1,0,0,0,1320(2)
1296,コボルドリーダー,こぼるどりーだー,86,115696,135,34,68,56,83,47,725,96,90,62,22653,11144,1,44,7,0,0,1,0,1,0,0,0,1133(2)/1134(1)/1135(1)/1282(1)
1297,エンシェントマミー,えんしぇんとまみー,94,91590,126,57,55,69,112,15,1197,200,93,51,41215,22897,1,49,1,0,0,1,0,1,0,0,0,
1298,ゾンビマスター,ぞんびますたー,137,121688,55,60,48,49,72,48,1075,130,78,46,11109,12033,1,29,1,0,0,1,0,1,0,0,0,1036(2)
1299,ゴブリンリーダー,ごぶりんりーだー,86,117273,60,67,45,18,66,23,716,49,72,30,22875,11232,1,24,7,0,0,1,0,1,0,0,0,1124(1)/1122(1)/1123(1)/1125(1)/1126(1)
1300,キャタピラー,きゃたぴらー,135,99512,58,37,51,50,45,45,937,43,100,42,27780,947,0,22,4,0,0,1,0,1,0,0,0,
1301,アムムト,あむむと,136,109352,58,44,40,35,67,45,1090,49,90,42,15880,10108,0,27,6,0,0,1,0,1,0,0,0,1110(2)
1302,ダークイリュージョン,だーくいりゅーじょん,92,103631,82,36,55,100,102,88,1248,60,145,60,74840,29470,2,89,6,1,0,1,0,1,0,0,0,
1303,ジャイアントホーネット,じゃいあんとほーねっと,135,94992,70,45,47,32,62,34,957,53,80,43,1038,23025,0,24,4,0,0,1,0,1,0,0,0,
1304,ジャイアントスパイダー,じゃいあんとすぱいだー,136,104840,71,58,43,38,61,41,934,52,86,38,1080,29245,2,25,4,0,0,1,0,1,0,0,0,1100(2)
1305,エンシェントワーム,えんしぇんとわーむ,138,116784,70,56,56,55,70,42,1068,35,90,41,1158,31787,2,25,4,0,0,1,0,1,0,0,0,1099(2)
1306,レイブオルマイ,れいぶおるまい,138,113864,72,35,80,35,64,27,1093,64,127,31,30245,1035,2,22,2,0,0,1,0,1,0,0,0,1243(3)
1307,キャットナインテイル,きゃっとないんている,138,116096,72,75,40,50,79,48,1129,80,100,50,41580,4574,1,63,6,1,0,1,0,1,0,0,0,1180(2)
1308,パンツァーゴブリン,ぱんつぁーごぶりん,79,12111,52,40,35,35,28,5,556,58,60,25,2285,1656,1,44,7,0,0,1,0,1,0,0,0,
1309,ガジョマート,がじょまーと,135,109352,77,47,39,33,78,40,988,57,98,50,15647,9915,0,83,0,0,0,1,0,1,0,0,0,1129(2)
1310,ごっついミノタウロス,ごっついみのたうろす,158,449706,112,48,65,55,82,49,4709,2432,111,95,180038,117349,2,43,2,0,0,1,0,1,0,0,0,1149(2)
1311,グリンブルスティ,ぐりんぶるすてぃ,136,106648,88,54,82,35,63,15,999,48,108,43,28791,981,2,42,2,0,0,1,0,1,0,0,0,1166(4)
1312,タートルジェネラル,たーとるじぇねらる,110,1320700,116,123,154,99,181,98,3438,2066,1894,123,160806,75328,2,42,2,1,9101,1,0,1,0,0,0,1364(2)/1600(1)/1601(1)/1602(1)/1602(1)
1313,チンピラ,ちんぴら,61,6849,72,36,33,21,41,5,428,23,87,18,958,320,1,20,7,0,0,1,0,1,0,0,0,
1314,パーメットタートル,ぱーめっとたーとる,61,6582,68,28,55,40,42,25,619,56,832,50,1241,413,1,40,2,0,0,0,0,1,0,0,0,
1315,アサルトタートル,あさるとたーとる,101,89360,100,92,30,20,103,15,808,67,1147,0,36618,26175,1,44,7,0,0,1,0,1,0,0,0,1364(3)
1316,ソリッドタートル,そりっどたーとる,71,19356,65,44,60,15,47,20,725,40,918,58,2531,1110,1,42,2,0,0,0,0,1,0,0,0,
1317,オットー,おっとー,73,9811,37,40,30,39,35,19,328,40,42,16,2564,120,1,21,2,0,0,1,0,0,0,0,0,
1318,ヒートタートル,ひーとたーとる,91,17632,89,49,50,30,88,35,725,79,1067,50,2877,1234,1,43,2,0,0,1,0,1,0,0,0,
1319,フリーズタートル,ふりーずたーとる,81,13816,68,47,50,45,55,25,789,50,957,38,1970,733,1,41,2,0,0,1,0,1,0,0,0,
1320,オウルデューク,おうるでゅーく,75,30623,54,51,45,88,88,50,580,200,80,45,5207,6249,2,60,6,1,0,1,0,1,0,0,0,
1321,ドラゴンテイル,どらごんている,45,3172,36,65,35,40,22,20,148,35,63,25,389,216,1,44,4,0,0,1,0,1,0,0,0,
1322,スプリングラビット,すぷりんぐらびっと,68,7753,68,66,35,30,48,5,448,40,108,42,1191,390,1,42,2,0,0,0,0,0,1,0,0,
1323,シーオッター,しーおったー,73,8570,32,26,33,26,41,28,120,448,31,18,1984,35,1,61,2,0,0,1,0,0,0,0,0,
1364,アサルトタートル(取巻き),あさるとたーとる(とりまき),101,89360,100,92,30,20,103,15,808,67,1147,49,0,0,1,44,7,0,0,1,0,1,0,0,0,
1365,アポカリプス,あぽかりぷす,120,196110,130,53,76,25,48,15,3921,116,1634,26,36656,27,2,60,0,0,0,0,0,1,0,0,0,
1366,ラーヴァゴーレム,らーヴぁごーれむ,110,90849,126,42,83,28,43,15,2517,53,825,27,68538,31301,2,83,0,0,0,1,0,1,0,0,0,1367(2)
1367,ブレイザー,ぶれいざー,83,7073,99,75,55,70,60,65,423,94,116,60,1995,931,1,43,6,0,0,1,0,1,0,0,0,
1368,ジオグラファー,じおぐらふぁー,60,7633,81,11,35,56,66,60,586,82,158,42,994,497,1,62,3,0,0,1,0,0,0,0,1,
1369,グランペコ,ぐらんぺこ,68,6903,63,45,50,23,51,25,448,56,95,30,1148,376,2,43,2,0,0,0,1,0,0,0,0,
1370,サキュバス,さきゅばす,85,14533,100,64,45,80,82,85,729,194,76,48,2456,1092,1,67,6,0,0,1,0,1,0,0,0,1599(5)
1371,フェイクエンジェル,ふぇいくえんじぇる,75,20214,112,67,43,81,68,80,672,135,106,84,4122,3012,0,66,8,0,0,1,0,0,0,0,0,
1372,ゴート,ごーと,71,7494,61,40,48,40,65,31,429,60,95,43,1316,431,1,63,2,0,0,0,1,0,0,0,0,
1373,ロードオブデス,ろーどおぶです,104,1603383,140,99,30,109,100,90,3709,962,336,73,176982,82808,2,67,6,1,65671,1,0,1,0,0,0,1509(1)/1508(1)/1490(1)/1490(1)/1179(1)
1374,インキュバス,いんきゅばす,75,14812,120,56,52,75,99,70,756,175,72,46,672,1800,1,67,6,0,0,1,0,1,0,0,0,
1375,一反木綿,いったんもめん,56,15906,77,49,30,5,61,5,475,110,32,39,4406,1773,1,60,0,0,0,1,0,0,0,0,0,
1376,ハーピー,はーぴー,75,9227,71,39,50,31,96,12,515,41,69,44,1985,1790,1,64,6,0,0,1,0,0,0,0,0,
1377,エルダー,えるだー,64,9507,67,63,35,99,88,61,126,402,72,41,3126,4168,2,80,7,0,0,0,0,1,0,0,0,3600(1)/3602(1)/3603(1)/3604(1)/3605(1)/3606(1)
1378,デーモンパンク,でーもんぱんく,59,6221,63,91,30,38,59,43,191,65,80,2,3308,2268,0,65,6,0,0,1,0,0,0,0,0,
1379,ナイトメアテラー,ないとめあてらー,108,19376,118,53,55,63,88,43,765,126,78,37,8511,6689,2,67,6,0,0,1,0,0,0,0,0,
1380,ドリラー,どりらー,52,6387,62,50,25,15,48,5,186,31,96,18,732,244,1,22,2,0,0,1,0,0,0,0,0,
1381,グリズリー,ぐりずりー,82,30056,60,26,44,3,78,15,410,13,609,2,9489,2911,2,63,2,0,0,1,0,0,0,0,0,
1382,ディアボリック,でぃあぼりっく,109,23264,103,80,53,65,78,25,805,100,68,61,9972,8023,0,47,6,0,0,1,0,0,0,0,0,
1383,エクスプロージョン,えくすぷろーじょん,86,129797,66,53,65,88,72,27,345,106,56,50,40024,25958,0,63,2,0,0,1,0,0,0,0,0,
1384,スカイデリーター,すかいでりーたー,90,20032,35,50,10,20,40,15,420,257,160,10,8659,7096,1,43,9,0,0,1,0,0,0,0,0,
1385,グラウンドデリーター,ぐらうんどでりーたー,90,20216,35,40,10,20,50,15,422,259,140,20,8841,7011,1,43,9,0,0,1,0,0,0,0,0,
1386,スリーパー,すりーぱー,78,7182,74,41,57,27,54,27,661,48,432,29,2252,1979,1,42,0,0,0,1,0,0,0,0,0,
1387,ギグ,ぎぐ,110,16207,92,66,60,48,60,50,715,123,104,53,8911,2950,0,43,2,0,0,1,0,0,0,0,0,3600(1)/3601(1)/3602(1)/3603(1)/3605(1)/3606(1)
1388,アークエンジェリング,あーくえんじぇりんぐ,77,76526,32,48,62,99,99,105,432,100,92,81,8220,8325,1,66,8,1,0,1,0,1,0,0,0,1741(2)/1443(2)/1742(1)/1743(1)/1744(1)
1389,ドラキュラ,どらきゅら,76,820096,86,99,88,92,145,82,2190,1812,152,146,28802,9919,2,87,6,1,60078,1,0,1,0,0,0,1419(16)
1390,ヴァイオリー,ヴぁいおりー,85,21908,90,56,38,76,150,63,1383,120,74,36,9302,5168,1,40,7,0,0,1,0,0,0,1,0,
1391,ガラパゴ,がらぱご,81,187948,30,49,29,18,61,16,682,120,70,16,33480,27089,0,22,2,0,0,0,1,0,1,0,0,
1392,ロータージャイロ,ろーたーじゃいろ,75,9136,19,30,45,26,31,5,438,40,57,34,1880,688,2,44,0,0,0,1,0,0,0,1,0,
1393,マミー(取巻き),まみー(とりまき),52,6211,54,4,14,1,62,0,214,21,95,3,0,0,1,49,1,0,0,1,0,0,0,0,0,
1394,ゾンビ(アリーナ),ぞんび(ありーな),15,507,5,8,17,0,15,0,23,12,20,3,0,0,1,29,1,0,0,1,0,0,0,0,0,
1395,クリスタル(黄),くりすたる(き),1,20,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,
1396,クリスタル(緑),くりすたる(みどり),1,20,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,
1397,クリスタル(赤),くりすたる(あか),1,20,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,
1398,クリスタル(青),くりすたる(あお),1,20,1,0,0,0,0,0,1,1,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,
1400,カラ傘,からかさ,30,2650,32,23,33,20,33,60,112,42,93,29,229,80,1,60,0,0,0,0,0,0,0,0,0,1805(1)/1806(1)/1807(1)/1808(1)/1809(1)
1401,カブキ忍者,かぶきにんじゃ,69,12700,71,70,55,30,69,30,590,51,49,45,3902,1514,1,67,7,0,0,1,0,1,0,0,0,
1402,大口蛙,おおぐちがえる,52,5681,66,42,40,45,58,30,266,54,80,42,695,231,1,45,2,0,0,0,0,0,0,0,0,1099(2)
1403,銃奇兵,じゅうきへい,35,3301,17,14,30,10,33,30,110,45,72,30,408,370,1,49,1,0,0,1,0,0,0,1,0,
1404,雅人形,みやびにんぎょう,43,5400,66,20,30,55,13,40,111,66,57,19,534,411,1,27,6,0,0,0,0,1,0,0,0,
1405,酒天狗,さけてんぐ,65,11940,99,38,40,30,67,60,525,83,134,46,5136,1547,2,42,6,0,0,1,0,0,0,0,0,
1406,河童,かっぱ,53,6764,67,29,40,31,61,24,275,32,61,38,968,455,1,21,5,0,0,1,0,0,0,0,0,
1407,ホーン☆ヒーロー,ほーん☆ひーろー,115,264598,1,70,52,90,90,90,5946,2858,66,3,25126,30135,2,27,6,0,0,1,0,0,0,0,0,
1408,パピヨン,ぱぴよん,55,6927,70,68,40,55,90,30,322,67,79,50,822,273,1,44,4,0,0,1,0,0,0,0,0,
1409,団子童子,だんごどうじ,27,1598,25,43,29,5,43,10,80,22,96,12,281,198,0,20,7,0,0,0,0,1,0,0,0,
1410,人面桃樹,じんめんとうじゅ,50,4446,76,9,55,40,55,50,432,72,109,40,664,332,1,42,3,0,0,1,0,0,0,1,0,
1412,天邪仙人,てんじゃせんにん,56,8392,63,57,45,60,99,45,373,30,66,46,919,307,2,40,0,0,0,1,0,0,0,1,0,
1413,老人参,ろうにんじん,71,9900,25,51,60,60,76,50,495,71,56,62,3193,5487,0,43,3,0,0,0,0,1,0,0,0,
1415,コウ,こう,32,2590,46,36,20,4,55,10,101,52,77,5,437,282,0,28,2,0,0,1,0,0,0,0,0,
1416,天仙娘々,てんせんにゃんにゃん,73,10739,84,46,45,70,77,60,545,128,46,45,3485,4915,1,67,6,0,0,1,0,1,0,0,0,
1417,チャッキー,ちゃっきー,51,5901,68,31,50,35,58,20,121,57,30,40,674,215,1,27,2,0,0,0,0,1,0,0,0,
1418,黒蛇王,こくだおう,108,1954993,122,172,107,135,196,88,3717,1986,314,185,21723,101820,2,68,2,1,17144,1,0,1,0,0,0,1531(4)/1564(1)
1419,ファミリアー(取巻き),ふぁみりあー(とりまき),9,100000,15,19,20,5,20,1,9,9,26,5,0,0,0,27,2,0,0,1,0,0,0,0,0,
1420,アーチャースケルトン(アリーナ),あーちゃーすけるとん(とりまき),36,3648,10,29,20,10,52,15,114,23,47,10,0,0,1,29,1,0,0,1,0,0,0,1,0,
1421,イシス(闘技場),いしす(とうぎじょう),77,42015,58,43,22,5,39,15,475,37,83,5,0,0,2,27,6,0,0,1,0,0,0,0,0,
1422,ハンターフライ(取巻き),はんたーふらい(とりまき),43,4493,32,72,22,25,79,15,344,20,46,20,0,0,0,44,4,0,0,1,0,0,0,0,0,
1423,グール(闘技場),ぐーる(とうぎじょう),52,7611,56,12,19,11,27,10,197,29,78,5,0,0,1,49,1,0,0,1,0,0,0,0,0,
1424,サイドワインダー(闘技場),さいどわいんだー(とうぎじょう),102,92240,52,32,35,20,166,15,714,30,101,12,0,0,1,25,2,0,0,1,0,0,0,0,0,
1425,オボンヌ(アリーナ),おぼんぬ(とりまき),61,6387,14,27,21,40,36,25,199,45,48,26,0,0,1,41,5,0,0,1,0,0,0,0,0,
1426,マルク(取巻き),まるく(とりまき),80,16914,50,54,22,35,48,20,386,25,55,24,0,0,1,41,5,0,0,1,0,0,0,0,0,1477(5)
1427,ナイトメア(取巻き),ないとめあ(とりまき),55,19606,27,32,20,15,70,15,269,62,116,15,0,0,2,68,6,0,0,1,0,0,0,0,0,
1428,ポイズンスポア(アリーナ),ぽいずんすぽあ(とりまき),19,1670,9,17,22,5,20,5,30,15,40,8,0,0,1,25,3,0,0,1,0,0,0,0,0,
1429,アルギオペ(闘技場),あるぎおぺ(とうぎじょう),46,4756,30,23,40,30,20,30,172,50,138,2,0,0,2,25,4,0,0,1,0,0,0,0,0,2359/2361/1038(1)
1430,アルゴス(闘技場),あるごす(とうぎじょう),43,3957,18,17,25,5,26,15,65,33,58,8,0,0,2,25,4,0,0,1,0,0,0,0,0,
1431,バフォメット.Jr(取巻き),ばふぉめっとじゅにあ(とりまき),91,17352,52,14,36,5,52,25,414,175,30,25,0,0,0,27,6,0,0,1,0,0,0,0,0,
1432,デザートウルフ(闘技場),でざーとうるふ(とうぎじょう),42,3471,33,19,63,61,42,42,117,59,114,47,0,0,1,23,2,0,0,1,0,0,0,0,0,
1433,デビルチ(取巻き),でびるち(とりまき),86,15998,15,49,30,85,99,5,559,182,72,16,0,0,0,27,6,0,0,1,0,0,0,0,0,
1434,ドレインリアー(取巻き),どれいんりあー(とりまき),24,996,17,34,24,22,50,20,54,42,50,15,0,0,0,47,2,0,0,1,0,0,0,0,0,
1435,イビルドルイド(アリーナ),いびるどるいど(とりまき),98,140148,62,32,24,45,71,5,1430,168,88,85,0,0,2,89,1,0,0,1,0,0,0,0,0,1660(1)/1661(1)/1662(1)/1663(1)/1659(1)
1436,ジャック(闘技場),じゃっく(とうぎじょう),56,11111,58,43,42,25,55,15,228,37,90,25,0,0,1,43,0,0,0,1,0,0,0,0,0,
1437,ジョーカー(闘技場),じょーかー(とうぎじょう),80,5382,24,111,1,10,41,25,776,86,14,16,0,0,2,84,7,0,0,1,0,0,0,0,0,
1438,カーリッツバーグ(取巻き),かーりっつばーぐ(とりまき),118,36522,121,48,40,31,89,32,1235,96,125,10,0,0,2,29,1,0,0,1,0,0,0,0,0,
1439,ハイオーク(取巻き),はいおーく(とりまき),123,97550,36,6,32,11,80,2,532,124,11,3,0,0,2,43,7,0,0,1,0,0,0,0,0,
1440,ステムワーム(闘技場),すてむわーむ(とうぎじょう),140,226301,100,52,25,12,60,130,2088,356,233,0,0,0,1,24,3,0,0,1,0,0,0,0,0,
1441,ペノメナ(取巻き),ぺのめな(とりまき),100,21618,76,38,15,15,51,10,1000,44,35,32,0,0,1,25,5,0,0,1,0,0,0,1,0,
1442,サスカッチ(闘技場),さすかっち(とうぎじょう),30,2711,15,35,60,10,59,20,152,30,101,28,0,0,2,60,2,0,0,1,0,0,0,0,0,
1443,クルーザー(取巻き),くるーざー(とりまき),93,10050,37,40,8,15,227,10,708,70,20,18,0,0,1,60,0,0,0,1,0,0,0,1,0,
1444,チェペット(闘技場),ちぇぺっと(とうぎじょう),42,4243,32,35,35,21,32,23,123,33,55,25,0,0,1,23,7,0,0,1,0,0,0,0,0,
1445,レグルロ(海の化け物),れぐるろ(うみのばけもの),58,5874,20,42,38,15,54,27,285,39,56,10,0,0,0,24,2,0,0,1,0,0,0,0,0,
1446,インジャスティス(取巻き),いんじゃすてぃす(とりまき),61,16514,77,59,58,65,73,50,576,116,76,12,0,0,1,47,6,0,0,1,0,0,0,0,0,
1447,グリフォン(アリーナ),ぐりふぉん(とりまき),78,17800,101,133,66,70,137,54,891,103,113,72,0,0,2,84,2,1,0,1,0,0,0,0,0,1045(2)
